"10000","1.0"
"10001","0.5"
"10002","1.0"
"10003","1.0"
"10004","1.0"
"10005","0.0"
"10006",""
"10007","1.0"
"10008","0.5"
"10009","1.0"
"10010","0.0"
"10011",""
"10012",""
"10013",""
"10014",""
"10015",""
"10016","1.0"
"10017","0.5"
"10018","1.0"
"10019","1.0"
"10020","0.5"
"10021",""
"10022","1.0"
"10023",""
"10024","0.5"
"10025",""
"10026","0.5"
"10027","0.5"
"10028",""
"10029","0.0"
"10030","0.5"
"10031",""
"10032","0.0"
"10033","1.0"
"10034",""
"10035","0.0"
"10036","0.5"
"10037","0.5"
"10038","0.5"
"10039",""
"10040","1.0"
"10041","1.0"
"10042","1.0"
"10043","1.0"
"10044",""
"10045","0.0"
"10046","1.0"
"10047",""
"10048",""
"10049",""
"10050","0.0"
"10051","1.0"
"10052","1.0"
"10053","0.0"
"10054",""
"10055",""
"10056","1.0"
"10057",""
"10058",""
"10059",""
"10060","1.0"
"10061",""
"10062","0.0"
"10063",""
"10064",""
"10065",""
"10066",""
"10067","0.5"
"10068",""
"10069","0.0"
"10070","1.0"
"10071",""
"10072",""
"10073","1.0"
"10074","1.0"
"10075","1.0"
"10076",""
"10077",""
"10078",""
"10079",""
"10080","0.0"
"10081","0.6666666666666666"
"10082",""
"10083","1.0"
"10084","1.0"
"10085","1.0"
"10086","1.0"
"10087",""
"10088",""
"10089","0.0"
"10090","0.0"
"10091","0.0"
"10092","1.0"
"10093","1.0"
"10094","1.0"
"10095",""
"10096","1.0"
"10097","0.0"
"10098","1.0"
"10099","0.5"
"10100","0.0"
"10101","1.0"
"10102","0.0"
"10103","0.0"
"10104","0.0"
"10105",""
"10106","1.0"
"10107","0.5"
"10108",""
"10109",""
"10110","0.0"
"10111",""
"10112",""
"10113","0.0"
"10114",""
"10115","0.0"
"10116","1.0"
"10117","1.0"
"10118",""
"10119","0.0"
"10120",""
"10121","0.0"
"10122",""
"10123","1.0"
"10124","0.5"
"10125","1.0"
"10126","1.0"
"10127","0.0"
"10128",""
