"10000","1.0"
"10001","1.0"
"10002","0.0"
"10003","1.0"
"10004","1.0"
"10005","0.0"
"10006","0.5"
"10007","1.0"
"10008","1.0"
"10009",""
"10010","1.0"
"10011","0.0"
"10012",""
"10013",""
"10014","0.5"
"10015","0.0"
"10016","1.0"
"10017","1.0"
"10018","1.0"
"10019","0.0"
"10020",""
"10021","0.0"
"10022","1.0"
"10023","0.0"
"10024","0.0"
"10025","1.0"
"10026","1.0"
"10027","1.0"
"10028","0.0"
"10029",""
"10030","0.5"
"10031","0.0"
"10032","1.0"
"10033","0.0"
"10034","1.0"
"10035","0.0"
"10036","0.5"
"10037","1.0"
"10038","1.0"
"10039",""
"10040",""
"10041","1.0"
"10042","1.0"
"10043","0.0"
"10044","1.0"
"10045","0.0"
"10046",""
"10047","0.0"
"10048",""
"10049","1.0"
"10050","0.0"
"10051","1.0"
"10052","0.0"
"10053",""
"10054","0.0"
"10055","0.0"
"10056","1.0"
"10057","0.0"
"10058",""
"10059",""
"10060","1.0"
"10061","0.0"
"10062","1.0"
"10063","0.0"
"10064",""
"10065","1.0"
"10066","0.5"
"10067","1.0"
"10068","0.0"
"10069","0.0"
"10070","1.0"
"10071","0.0"
"10072",""
"10073","0.0"
"10074","0.0"
"10075","1.0"
"10076",""
"10077","0.0"
"10078","1.0"
"10079","0.5"
"10080","0.0"
"10081","1.0"
"10082","0.0"
"10083","1.0"
"10084","1.0"
"10085","1.0"
"10086","1.0"
"10087","1.0"
"10088","0.0"
"10089","0.0"
"10090","0.0"
"10091","0.0"
"10092","1.0"
"10093","1.0"
"10094",""
"10095","0.0"
"10096","1.0"
"10097","0.5"
"10098","1.0"
"10099","0.5"
"10100","0.0"
"10101",""
"10102","0.0"
"10103","1.0"
"10104","0.0"
"10105","0.0"
"10106","1.0"
"10107","0.0"
"10108","0.0"
"10109","0.5"
"10110",""
"10111","0.0"
"10112","0.0"
"10113","1.0"
"10114","0.0"
"10115","0.0"
"10116","1.0"
"10117","0.0"
"10118",""
"10119","1.0"
"10120","1.0"
"10121","0.0"
"10122","0.0"
"10123","1.0"
"10124","1.0"
"10125","1.0"
"10126","1.0"
"10127","1.0"
"10128","0.5"
"10129","0.5"
"10130","1.0"
"10131","1.0"
"10132","0.0"
"10133",""
"10134",""
"10135",""
"10136","0.0"
"10137","0.0"
"10138","1.0"
"10139","0.0"
"10140","0.0"
"10141","0.0"
"10142","1.0"
"10143",""
"10144","0.5"
"10145","0.0"
"10146","0.0"
"10147",""
"10148","0.0"
"10149",""
"10150","1.0"
"10151","0.0"
"10152",""
"10153","0.0"
"10154","0.0"
"10155","1.0"
"10156",""
"10157",""
"10158","1.0"
"10159","1.0"
"10160","0.5"
"10161","0.0"
"10162","1.0"
"10163","1.0"
"10164","0.0"
"10165","0.0"
"10166","0.5"
"10167","0.0"
"10168","1.0"
"10169","0.5"
"10170","1.0"
"10171","0.0"
"10172",""
"10173","0.6666666666666666"
"10174","0.5"
"10175","0.0"
"10176","0.0"
"10177","0.0"
"10178","0.0"
"10179","0.0"
"10180","0.0"
"10181","0.5"
"10182","0.5"
"10183","1.0"
"10184","1.0"
"10185","0.0"
"10186",""
"10187",""
"10188","1.0"
"10189","1.0"
"10190",""
"10191","1.0"
"10192","0.0"
"10193","0.0"
"10194","0.5"
"10195","1.0"
"10196","1.0"
"10197","1.0"
"10198","1.0"
"10199","1.0"
"10200","0.0"
"10201","1.0"
"10202",""
"10203",""
"10204","0.5"
"10205",""
"10206","0.0"
"10207","0.0"
"10208","0.0"
"10209",""
"10210","0.0"
"10211","1.0"
"10212","1.0"
"10213","0.0"
"10214","0.0"
"10215","1.0"
"10216",""
"10217","0.0"
"10218","0.0"
"10219","1.0"
"10220",""
"10221","0.0"
"10222","1.0"
"10223",""
"10224",""
"10225","1.0"
"10226","1.0"
"10227","1.0"
"10228","1.0"
"10229",""
"10230","0.0"
"10231",""
"10232","1.0"
"10233","1.0"
"10234","0.0"
"10235","0.0"
"10236","0.0"
"10237",""
"10238","0.0"
"10239","0.0"
"10240","0.5"
"10241","1.0"
"10242","0.5"
"10243","0.0"
"10244","0.0"
"10245","1.0"
"10246","1.0"
"10247",""
"10248",""
"10249","0.0"
"10250","0.0"
"10251","1.0"
"10252","1.0"
"10253","0.0"
"10254","1.0"
"10255",""
"10256","1.0"
"10257","1.0"
"10258","1.0"
"10259","1.0"
"10260","0.0"
"10261",""
"10262","0.5"
"10263","0.5"
"10264","1.0"
"10265","1.0"
"10266","1.0"
"10267",""
"10268","0.0"
"10269",""
"10270","0.0"
"10271","1.0"
"10272","0.5"
"10273","1.0"
"10274","0.0"
"10275",""
"10276","1.0"
"10277",""
"10278","0.5"
"10279","1.0"
"10280","1.0"
"10281","1.0"
"10282","0.0"
"10283","1.0"
"10284","0.0"
"10285","1.0"
"10286",""
"10287","1.0"
"10288","0.0"
"10289","1.0"
"10290",""
"10291","0.5"
"10292","1.0"
"10293","1.0"
"10294","1.0"
"10295","0.0"
"10296","1.0"
"10297","0.0"
"10298","0.0"
"10299","1.0"
"10300",""
"10301","0.0"
"10302","1.0"
"10303","0.0"
"10304","0.5"
"10305","1.0"
"10306",""
"10307","1.0"
"10308","0.0"
"10309",""
"10310","1.0"
"10311","1.0"
"10312","1.0"
"10313","0.5"
"10314","1.0"
"10315","0.0"
"10316","0.0"
"10317",""
"10318","1.0"
"10319","1.0"
"10320","0.5"
"10321","1.0"
"10322","0.0"
"10323","1.0"
"10324","0.0"
"10325","1.0"
"10326","1.0"
"10327","1.0"
"10328","1.0"
"10329","0.0"
"10330","1.0"
"10331",""
"10332","0.5"
"10333","0.5"
"10334","0.0"
"10335",""
"10336","1.0"
"10337","0.0"
"10338","0.5"
"10339","0.0"
"10340","0.0"
"10341","0.0"
"10342","0.0"
"10343","0.0"
"10344","1.0"
"10345","1.0"
"10346","1.0"
"10347","1.0"
"10348","0.0"
"10349","1.0"
"10350","1.0"
"10351","1.0"
"10352","1.0"
"10353","1.0"
"10354","1.0"
"10355","0.0"
"10356","0.5"
"10357",""
"10358","1.0"
"10359","1.0"
"10360",""
"10361","1.0"
"10362","0.0"
"10363","1.0"
"10364","1.0"
"10365","1.0"
"10366","1.0"
"10367","1.0"
"10368","1.0"
"10369","1.0"
"10370","0.0"
"10371","1.0"
"10372","1.0"
"10373","0.0"
"10374","0.5"
"10375",""
"10376","1.0"
"10377","1.0"
"10378","1.0"
"10379","1.0"
"10380","0.0"
"10381",""
"10382","1.0"
"10383","1.0"
"10384","1.0"
"10385","0.0"
"10386",""
"10387",""
"10388","0.0"
"10389","0.0"
"10390","0.0"
"10391","0.5"
"10392","0.0"
"10393",""
"10394","0.0"
"10395","1.0"
"10396","0.5"
"10397","1.0"
"10398","1.0"
"10399","0.5"
"10400","1.0"
"10401","1.0"
"10402",""
"10403","1.0"
"10404","1.0"
"10405","1.0"
"10406","1.0"
"10407",""
"10408",""
"10409","0.0"
"10410",""
"10411","0.0"
"10412","0.0"
"10413","1.0"
"10414","1.0"
"10415","0.0"
"10416","0.5"
"10417",""
"10418",""
"10419","1.0"
"10420","1.0"
"10421","1.0"
"10422","1.0"
"10423","0.0"
"10424",""
"10425","0.5"
"10426","0.0"
"10427","1.0"
"10428","1.0"
"10429","0.0"
"10430","0.5"
"10431","0.5"
"10432","1.0"
"10433","0.0"
"10434","1.0"
"10435","1.0"
"10436","0.3333333333333333"
"10437","1.0"
"10438","0.0"
"10439",""
"10440","0.0"
"10441","0.0"
"10442","0.0"
"10443","0.5"
"10444","0.0"
"10445","1.0"
"10446","0.0"
"10447","0.0"
"10448","0.5"
"10449","0.5"
"10450",""
"10451","0.0"
"10452","1.0"
"10453","0.0"
"10454",""
"10455",""
"10456","0.5"
"10457","1.0"
"10458","0.0"
"10459",""
"10460","0.0"
"10461","0.0"
"10462","1.0"
"10463","0.5"
"10464","0.5"
"10465","0.5"
"10466","0.0"
"10467","1.0"
"10468",""
"10469","1.0"
"10470","0.0"
"10471",""
"10472","0.0"
"10473",""
"10474","1.0"
"10475",""
"10476",""
"10477","0.0"
"10478","1.0"
"10479","1.0"
"10480","0.0"
"10481","0.0"
"10482","1.0"
"10483","0.0"
"10484","0.0"
"10485","0.0"
"10486",""
"10487","0.0"
"10488","1.0"
"10489","1.0"
"10490","0.0"
"10491","1.0"
"10492",""
"10493",""
"10494","0.5"
"10495","0.5"
"10496","1.0"
"10497","0.0"
"10498","0.5"
"10499",""
"10500","0.0"
"10501","1.0"
"10502","1.0"
"10503",""
"10504","0.0"
"10505",""
"10506","0.0"
"10507","0.5"
"10508",""
"10509","1.0"
"10510","1.0"
"10511","0.5"
"10512","1.0"
"10513","1.0"
"10514","0.5"
"10515","0.5"
"10516","0.0"
"10517","0.0"
"10518","1.0"
"10519",""
"10520","1.0"
"10521","0.0"
"10522","0.0"
"10523","1.0"
"10524","1.0"
"10525","0.0"
"10526",""
"10527","0.5"
"10528","0.0"
"10529","0.0"
"10530",""
"10531","0.0"
"10532","1.0"
"10533","0.0"
"10534","1.0"
"10535","0.5"
"10536",""
"10537","0.0"
"10538","0.5"
"10539","0.0"
"10540","1.0"
"10541","0.0"
"10542","0.0"
"10543","1.0"
"10544","0.0"
"10545","0.5"
"10546","1.0"
"10547","1.0"
"10548","1.0"
"10549",""
"10550","0.5"
"10551","0.5"
"10552","0.5"
"10553","0.0"
"10554","0.0"
"10555","1.0"
"10556","0.0"
"10557","0.0"
"10558","0.0"
"10559","0.3333333333333333"
"10560","0.0"
"10561","1.0"
"10562","0.5"
"10563","1.0"
"10564","0.0"
"10565","1.0"
"10566","0.0"
"10567","1.0"
"10568","0.0"
